store,sku,amount
Mombasa,DM1230,8478 KSH
Naivasha,DM1294,4702 KSH
Mombasa,DM1724,9798 KSH
Mombasa,DM1541,6836 KSH
Mombasa,DM1759,6249 KSH
Malindi,DM1541,1296 KSH
Nairobi,DM1210,8004 KSH
Nairobi,DM1537,9866 KSH
Nairobi,DM1230,2735 KSH
Mombasa,DM1210,4134 KSH
Mombasa,DM1294,1936 KSH
Nairobi,DM1210,1628 KSH
Nairobi,DM1210,5632 KSH
Mombasa,DM1182,8941 KSH
Nairobi,DM1541,4489 KSH
Mombasa,DM1210,2592 KSH
Naivasha,DM1537,4288 KSH
Nairobi,DM1759,9905 KSH
Malindi,DM1294,2883 KSH
Nakuru,DM1759,1145 KSH
Nakuru,DM1724,4077 KSH
Mombasa,DM1873,6631 KSH
Mombasa,DM1210,8112 KSH
Nairobi,DM1230,3182 KSH
Nashua,DM1294,8820 KSH
Mombasa,DM1541,2632 KSH
Nashua,DM1230,1493 KSH
Nashua,DM1786,1814 KSH
Nakuru,DM1786,3930 KSH
Naivasha,DM1541,7408 KSH
Naivasha,DM1230,1380 KSH
Mombasa,DM1210,4545 KSH
Naivasha,DM1786,1756 KSH
Naivasha,DM1786,8054 KSH
Mombasa,DM1759,3856 KSH
Malindi,DM1230,1770 KSH
Nairobi,DM1873,2071 KSH
Malindi,DM1210,2064 KSH
Nairobi,DM1182,4746 KSH
Nashua,DM1759,5587 KSH
Naivasha,DM1873,9469 KSH
Nakuru,DM1786,4776 KSH
Malindi,DM1724,8041 KSH
Nakuru,DM1759,6046 KSH
Naivasha,DM1294,3019 KSH
Nairobi,DM1294,1077 KSH
Nashua,DM1724,8546 KSH
Nairobi,DM1210,5689 KSH
Malindi,DM1230,5477 KSH
Nairobi,DM1873,7355 KSH
Mombasa,DM1537,1411 KSH
Mombasa,DM1724,9017 KSH
Nakuru,DM1541,6839 KSH
Naivasha,DM1294,5277 KSH
Mombasa,DM1786,6680 KSH
Naivasha,DM1230,8193 KSH
Nairobi,DM1541,5511 KSH
Nairobi,DM1541,1477 KSH
Naivasha,DM1294,7511 KSH
Mombasa,DM1724,2383 KSH
Malindi,DM1724,1365 KSH
Nakuru,DM1182,2373 KSH
Malindi,DM1182,1947 KSH
Nairobi,DM1230,5006 KSH
Nairobi,DM1759,3547 KSH
Nakuru,DM1759,8313 KSH
Naivasha,DM1873,5997 KSH
Nakuru,DM1724,1333 KSH
Nashua,DM1724,2324 KSH
Nakuru,DM1786,9295 KSH
Nashua,DM1537,9037 KSH
Nairobi,DM1294,4034 KSH
Nakuru,DM1230,9131 KSH
Naivasha,DM1537,6559 KSH
Nairobi,DM1230,2590 KSH
Nairobi,DM1182,7356 KSH
Nairobi,DM1873,8357 KSH
Mombasa,DM1759,7499 KSH
Nashua,DM1724,5699 KSH
Naivasha,DM1786,7315 KSH
Nashua,DM1182,1055 KSH
Naivasha,DM1724,8812 KSH
Nairobi,DM1541,9129 KSH
Nashua,DM1724,4434 KSH
Naivasha,DM1230,6899 KSH
Nairobi,DM1537,5656 KSH
Nakuru,DM1786,9809 KSH
Mombasa,DM1873,1778 KSH
Nairobi,DM1294,2790 KSH
Nairobi,DM1541,1966 KSH
Nairobi,DM1210,3350 KSH
Nashua,DM1182,4282 KSH
Nairobi,DM1537,1516 KSH
Naivasha,DM1759,2360 KSH
Nairobi,DM1537,9572 KSH
Nairobi,DM1294,6908 KSH
Nairobi,DM1230,3637 KSH
Nairobi,DM1230,8937 KSH
Nakuru,DM1873,6969 KSH
Nakuru,DM1210,1284 KSH
Nashua,DM1759,3527 KSH
Mombasa,DM1294,9746 KSH
Nairobi,DM1210,5977 KSH
Malindi,DM1541,4468 KSH
Nashua,DM1724,3613 KSH
Naivasha,DM1537,1969 KSH
Nairobi,DM1537,9799 KSH
Malindi,DM1182,3858 KSH
Mombasa,DM1786,9925 KSH
Nairobi,DM1182,8386 KSH
Nashua,DM1210,7878 KSH
Nairobi,DM1724,1857 KSH
Nairobi,DM1541,8694 KSH
Nairobi,DM1210,3498 KSH
Malindi,DM1294,2990 KSH
Malindi,DM1786,4642 KSH
Nakuru,DM1182,4632 KSH
Nakuru,DM1182,3499 KSH
Malindi,DM1294,6294 KSH
Malindi,DM1537,3140 KSH
Naivasha,DM1230,3500 KSH
Nairobi,DM1537,8771 KSH
Nakuru,DM1294,3467 KSH
Mombasa,DM1210,9158 KSH
Nakuru,DM1182,8496 KSH
Nakuru,DM1210,2745 KSH
Nakuru,DM1873,2119 KSH
Malindi,DM1210,8228 KSH
Nashua,DM1759,5535 KSH
Mombasa,DM1230,4559 KSH
Mombasa,DM1541,4411 KSH
Naivasha,DM1210,9074 KSH
Mombasa,DM1230,9741 KSH
Mombasa,DM1537,2428 KSH
Nashua,DM1210,2922 KSH
Nairobi,DM1294,5508 KSH
Malindi,DM1182,5355 KSH
Malindi,DM1873,2280 KSH
Nakuru,DM1759,2418 KSH
Naivasha,DM1230,4263 KSH
Nairobi,DM1294,3290 KSH
Mombasa,DM1230,5019 KSH
Malindi,DM1210,8063 KSH
Mombasa,DM1759,9680 KSH
Naivasha,DM1294,7089 KSH
Nashua,DM1182,6115 KSH
Malindi,DM1294,1779 KSH
Nakuru,DM1294,7669 KSH
Nairobi,DM1537,3775 KSH
Nakuru,DM1759,3523 KSH
Naivasha,DM1786,7383 KSH
Nairobi,DM1786,4589 KSH
Mombasa,DM1537,7668 KSH
Malindi,DM1182,5498 KSH
Naivasha,DM1230,3730 KSH
Nairobi,DM1541,1786 KSH
Nairobi,DM1182,4081 KSH
Nairobi,DM1210,4784 KSH
Nakuru,DM1786,1185 KSH
Malindi,DM1537,8210 KSH
Mombasa,DM1210,4324 KSH
Mombasa,DM1541,3191 KSH
Malindi,DM1230,3586 KSH
Malindi,DM1230,9795 KSH
Mombasa,DM1759,5629 KSH
Nashua,DM1537,2698 KSH
Nairobi,DM1759,8992 KSH
Nashua,DM1759,9962 KSH
Nakuru,DM1759,8618 KSH
Mombasa,DM1786,6913 KSH
Nairobi,DM1210,7819 KSH
Malindi,DM1759,4573 KSH
Mombasa,DM1724,6428 KSH
Nairobi,DM1230,6945 KSH
Mombasa,DM1724,9161 KSH
Mombasa,DM1724,1202 KSH
Mombasa,DM1182,8343 KSH
Nakuru,DM1210,2583 KSH
Mombasa,DM1182,7722 KSH
Nairobi,DM1873,7225 KSH
Mombasa,DM1294,8217 KSH
Nairobi,DM1294,5418 KSH
Nairobi,DM1294,1604 KSH
Mombasa,DM1759,6734 KSH
Nairobi,DM1541,6965 KSH
Naivasha,DM1724,6297 KSH
Nairobi,DM1873,1317 KSH
Nakuru,DM1873,7461 KSH
Mombasa,DM1759,2256 KSH
Mombasa,DM1541,6793 KSH
Nairobi,DM1724,3915 KSH
Mombasa,DM1724,7155 KSH
Mombasa,DM1759,3857 KSH
Naivasha,DM1537,8593 KSH
Malindi,DM1873,1187 KSH
Nairobi,DM1873,4569 KSH
Mombasa,DM1537,1209 KSH
Malindi,DM1786,5984 KSH
Nakuru,DM1724,9105 KSH
Nakuru,DM1786,9194 KSH
Mombasa,DM1873,9064 KSH
Nakuru,DM1786,5208 KSH
Nakuru,DM1182,3618 KSH
Nashua,DM1537,8282 KSH
Nairobi,DM1210,6468 KSH
Malindi,DM1210,2853 KSH
Nairobi,DM1182,5997 KSH
Nashua,DM1230,1476 KSH
Malindi,DM1759,3236 KSH
Mombasa,DM1786,2657 KSH
Malindi,DM1541,1556 KSH
Nakuru,DM1210,9141 KSH
Mombasa,DM1230,4611 KSH
Nakuru,DM1541,4583 KSH
Malindi,DM1724,9698 KSH
Mombasa,DM1873,9258 KSH
Mombasa,DM1210,3081 KSH
Mombasa,DM1873,3445 KSH
Mombasa,DM1786,2808 KSH
Nashua,DM1230,1338 KSH
Mombasa,DM1759,7641 KSH
Mombasa,DM1759,3963 KSH
Mombasa,DM1294,9696 KSH
Mombasa,DM1759,8091 KSH
Nashua,DM1537,2540 KSH
Mombasa,DM1786,3858 KSH
Nashua,DM1294,5815 KSH
Mombasa,DM1210,3230 KSH
Naivasha,DM1724,3603 KSH
Malindi,DM1786,8109 KSH
Nakuru,DM1759,3448 KSH
Naivasha,DM1873,4130 KSH
Nashua,DM1210,2524 KSH
Nakuru,DM1210,7812 KSH
Nairobi,DM1759,9917 KSH
Naivasha,DM1537,1542 KSH
Nakuru,DM1786,2141 KSH
Malindi,DM1537,1096 KSH
Mombasa,DM1541,9658 KSH
Mombasa,DM1210,1461 KSH
Nakuru,DM1210,4674 KSH
Naivasha,DM1230,1825 KSH
Malindi,DM1759,4302 KSH
Nairobi,DM1537,1644 KSH
Naivasha,DM1786,5769 KSH
Naivasha,DM1294,2367 KSH
Malindi,DM1724,3653 KSH
Nashua,DM1786,8649 KSH
Nairobi,DM1759,2986 KSH
Nairobi,DM1724,9667 KSH
Nairobi,DM1182,7313 KSH
Nakuru,DM1182,6898 KSH
Nashua,DM1759,2270 KSH
Naivasha,DM1230,6665 KSH
Mombasa,DM1724,4940 KSH
Malindi,DM1786,6224 KSH
Mombasa,DM1541,6068 KSH
Mombasa,DM1537,8634 KSH
Mombasa,DM1294,1021 KSH
Nairobi,DM1537,2200 KSH
Nakuru,DM1759,3420 KSH
Malindi,DM1724,3798 KSH
Naivasha,DM1873,4577 KSH
Mombasa,DM1182,1308 KSH
Nashua,DM1541,7484 KSH
Malindi,DM1786,8237 KSH
Mombasa,DM1210,2544 KSH
Nairobi,DM1541,2348 KSH
Nashua,DM1230,5527 KSH
Malindi,DM1541,4724 KSH
Nakuru,DM1294,9423 KSH
Mombasa,DM1210,7854 KSH
Nashua,DM1230,4339 KSH
Mombasa,DM1210,9067 KSH
Mombasa,DM1537,2712 KSH
Naivasha,DM1294,3550 KSH
Malindi,DM1786,2969 KSH
Nairobi,DM1724,9807 KSH
Nakuru,DM1786,5761 KSH
Mombasa,DM1786,5829 KSH
Malindi,DM1230,6885 KSH
Naivasha,DM1182,2299 KSH
Nashua,DM1182,1057 KSH
Nairobi,DM1724,3421 KSH
Nairobi,DM1873,6540 KSH
Nairobi,DM1759,9978 KSH
Nashua,DM1537,2886 KSH
Mombasa,DM1724,8346 KSH
Nashua,DM1294,6968 KSH
Malindi,DM1541,4465 KSH
Mombasa,DM1230,9735 KSH
Nashua,DM1786,6859 KSH
Mombasa,DM1294,3486 KSH
Mombasa,DM1873,4366 KSH
Nakuru,DM1230,2844 KSH
Nairobi,DM1230,6913 KSH
Nairobi,DM1724,4394 KSH
Nairobi,DM1537,8174 KSH
Mombasa,DM1294,3431 KSH
Nakuru,DM1182,5092 KSH
Nairobi,DM1786,6852 KSH
Mombasa,DM1210,3557 KSH
Malindi,DM1873,8064 KSH
Nairobi,DM1294,7593 KSH
Mombasa,DM1873,1629 KSH
Nairobi,DM1294,4118 KSH
Nairobi,DM1724,6666 KSH
Nashua,DM1724,4779 KSH
Nashua,DM1230,9138 KSH
Mombasa,DM1537,5052 KSH
Mombasa,DM1786,9646 KSH
Nairobi,DM1537,8532 KSH
Nairobi,DM1724,5959 KSH
Nairobi,DM1724,8443 KSH
Nairobi,DM1724,1517 KSH
Mombasa,DM1786,9626 KSH
Mombasa,DM1210,4398 KSH
Naivasha,DM1210,9399 KSH
Mombasa,DM1724,8903 KSH
Nairobi,DM1210,7097 KSH
Mombasa,DM1294,5921 KSH
Nashua,DM1724,2944 KSH
Naivasha,DM1724,3540 KSH
Nairobi,DM1294,6840 KSH
Nakuru,DM1759,1862 KSH
Mombasa,DM1294,9854 KSH
Nakuru,DM1537,1322 KSH
Nakuru,DM1724,8529 KSH
Nairobi,DM1537,7731 KSH
Mombasa,DM1786,2813 KSH
Nairobi,DM1537,2100 KSH
Nairobi,DM1294,5127 KSH
Nairobi,DM1230,2422 KSH
Nairobi,DM1759,1336 KSH
Mombasa,DM1724,3268 KSH
Naivasha,DM1873,1966 KSH
Mombasa,DM1873,3588 KSH
Mombasa,DM1294,8102 KSH
Nairobi,DM1873,3838 KSH
Malindi,DM1182,6631 KSH
Naivasha,DM1873,4295 KSH
Nashua,DM1210,9340 KSH
Malindi,DM1873,8393 KSH
Mombasa,DM1230,4949 KSH
Naivasha,DM1724,5121 KSH
Nairobi,DM1873,6145 KSH
Mombasa,DM1537,2329 KSH
Malindi,DM1294,2466 KSH
Naivasha,DM1182,3956 KSH
Malindi,DM1230,8041 KSH
Nairobi,DM1294,1334 KSH
Malindi,DM1873,3302 KSH
Nairobi,DM1786,5445 KSH
Nakuru,DM1537,8527 KSH
Nairobi,DM1724,2218 KSH
Nakuru,DM1230,7116 KSH
Nakuru,DM1724,7312 KSH
Mombasa,DM1759,3038 KSH
Mombasa,DM1182,8961 KSH
Mombasa,DM1541,9092 KSH
Nairobi,DM1230,5207 KSH
Naivasha,DM1294,2563 KSH
Naivasha,DM1786,5951 KSH
Naivasha,DM1182,8982 KSH
Mombasa,DM1873,7478 KSH
Naivasha,DM1541,8329 KSH
Naivasha,DM1541,5931 KSH
Nairobi,DM1230,7416 KSH
Naivasha,DM1786,2388 KSH
Malindi,DM1724,4139 KSH
Malindi,DM1541,1681 KSH
Malindi,DM1759,5159 KSH
Nakuru,DM1541,6725 KSH
Naivasha,DM1230,2161 KSH
Mombasa,DM1210,5377 KSH
Nashua,DM1724,7348 KSH
Nairobi,DM1210,5946 KSH
Naivasha,DM1786,5824 KSH
Nairobi,DM1210,3690 KSH
Mombasa,DM1537,1185 KSH
Naivasha,DM1182,1598 KSH
Nairobi,DM1786,5987 KSH
Nakuru,DM1541,2402 KSH
Mombasa,DM1537,6588 KSH
Nairobi,DM1873,3612 KSH
Mombasa,DM1230,5714 KSH
Naivasha,DM1537,3660 KSH
Mombasa,DM1724,4195 KSH
Nairobi,DM1759,6477 KSH
Nashua,DM1230,7437 KSH
Nashua,DM1537,2396 KSH
Mombasa,DM1294,1986 KSH
Nashua,DM1537,8799 KSH
Nairobi,DM1537,8827 KSH
Nakuru,DM1294,8279 KSH
Nairobi,DM1873,3912 KSH
Mombasa,DM1873,2418 KSH
Nakuru,DM1724,5903 KSH
Nairobi,DM1786,1923 KSH
Malindi,DM1786,3039 KSH
Nairobi,DM1759,4678 KSH
Nairobi,DM1541,5545 KSH
Nakuru,DM1294,7863 KSH
Nashua,DM1294,3380 KSH
Nakuru,DM1230,6961 KSH
Mombasa,DM1786,2943 KSH
Malindi,DM1537,8879 KSH
Nashua,DM1786,2468 KSH
Nashua,DM1294,7956 KSH
Mombasa,DM1724,1268 KSH
Nakuru,DM1759,5643 KSH
Naivasha,DM1537,4853 KSH
Mombasa,DM1182,4192 KSH
Mombasa,DM1724,7406 KSH
Mombasa,DM1759,7192 KSH
Nakuru,DM1210,4883 KSH
Naivasha,DM1230,3061 KSH
Nakuru,DM1541,9626 KSH
Naivasha,DM1230,2104 KSH
Nashua,DM1230,5731 KSH
Naivasha,DM1724,1606 KSH
Nakuru,DM1873,8756 KSH
Nairobi,DM1759,4504 KSH
Naivasha,DM1230,1667 KSH
Mombasa,DM1210,6337 KSH
Mombasa,DM1724,4921 KSH
Mombasa,DM1759,1179 KSH
Nairobi,DM1873,4930 KSH
Nairobi,DM1182,6960 KSH
Mombasa,DM1873,2907 KSH
Mombasa,DM1724,3041 KSH
Mombasa,DM1210,2253 KSH
Malindi,DM1537,1230 KSH
Naivasha,DM1230,8128 KSH
Nairobi,DM1210,6934 KSH
Nairobi,DM1873,7877 KSH
Malindi,DM1724,1764 KSH
Nairobi,DM1759,6464 KSH
Nashua,DM1786,6055 KSH
Naivasha,DM1873,9932 KSH
Nairobi,DM1230,9711 KSH
Mombasa,DM1759,7502 KSH
Mombasa,DM1724,9658 KSH
Nairobi,DM1182,7356 KSH
Malindi,DM1541,1806 KSH
Mombasa,DM1230,5703 KSH
Nairobi,DM1873,4230 KSH
Mombasa,DM1541,5943 KSH
Mombasa,DM1786,5900 KSH
Mombasa,DM1294,1363 KSH
Malindi,DM1541,2230 KSH
Nairobi,DM1210,4795 KSH
Malindi,DM1294,7379 KSH
Nakuru,DM1294,9896 KSH
Nashua,DM1873,9836 KSH
Malindi,DM1537,7627 KSH
Nakuru,DM1873,4460 KSH
Naivasha,DM1537,9520 KSH
Nairobi,DM1541,1860 KSH
Nairobi,DM1182,1870 KSH
Nairobi,DM1182,6901 KSH
Mombasa,DM1724,3083 KSH
Nashua,DM1873,2766 KSH
Nakuru,DM1759,2482 KSH
Mombasa,DM1724,5911 KSH
Nashua,DM1786,5643 KSH
Nashua,DM1537,6183 KSH
Nakuru,DM1873,8959 KSH
Nashua,DM1537,6428 KSH
Nakuru,DM1210,3424 KSH
Naivasha,DM1759,2175 KSH
Mombasa,DM1537,8226 KSH
Mombasa,DM1537,5299 KSH
Nakuru,DM1786,2557 KSH
Nashua,DM1210,6563 KSH
Mombasa,DM1537,7429 KSH
Nakuru,DM1724,1653 KSH
Nashua,DM1724,1083 KSH
Nairobi,DM1724,8643 KSH
Malindi,DM1786,5514 KSH
Malindi,DM1786,5151 KSH
Naivasha,DM1541,5517 KSH
Naivasha,DM1786,8568 KSH
Naivasha,DM1724,5613 KSH
Mombasa,DM1210,9191 KSH
Malindi,DM1294,8263 KSH
Mombasa,DM1182,1289 KSH
Nashua,DM1182,8967 KSH
Mombasa,DM1230,8002 KSH
Nashua,DM1873,8120 KSH
Nashua,DM1182,8024 KSH
Mombasa,DM1210,8639 KSH
Mombasa,DM1294,3811 KSH
Mombasa,DM1537,8242 KSH
Mombasa,DM1294,3202 KSH
Mombasa,DM1294,2416 KSH
Nashua,DM1541,4203 KSH
Mombasa,DM1786,2735 KSH
Nashua,DM1230,9054 KSH
Malindi,DM1182,1719 KSH
Malindi,DM1182,2786 KSH
Nakuru,DM1759,5130 KSH
Nakuru,DM1724,6077 KSH
Mombasa,DM1210,1703 KSH
Nairobi,DM1759,2933 KSH
Nashua,DM1210,1760 KSH
Nakuru,DM1294,5267 KSH
Nairobi,DM1294,5185 KSH
Nairobi,DM1210,1557 KSH
Mombasa,DM1294,6436 KSH
Nairobi,DM1537,5363 KSH
Mombasa,DM1210,5605 KSH
Naivasha,DM1873,7806 KSH
Mombasa,DM1537,6097 KSH
Mombasa,DM1786,3130 KSH
Nairobi,DM1873,1158 KSH
Nairobi,DM1759,3543 KSH
Nakuru,DM1210,4501 KSH
Mombasa,DM1786,6636 KSH
Mombasa,DM1759,8087 KSH
Mombasa,DM1210,1682 KSH
Mombasa,DM1873,3479 KSH
Nairobi,DM1786,7901 KSH
Nairobi,DM1786,5367 KSH
Malindi,DM1873,8273 KSH
Mombasa,DM1724,9733 KSH
Mombasa,DM1541,6416 KSH
Nairobi,DM1873,9790 KSH
Nashua,DM1541,9941 KSH
Nashua,DM1210,4661 KSH
Nairobi,DM1786,5173 KSH
Naivasha,DM1724,4239 KSH
Nakuru,DM1537,5965 KSH
Nairobi,DM1210,5905 KSH
Malindi,DM1759,4669 KSH
Malindi,DM1230,1846 KSH
Nairobi,DM1182,4103 KSH
Nakuru,DM1294,2097 KSH
Nashua,DM1537,5625 KSH
Nakuru,DM1786,2849 KSH
Naivasha,DM1786,7939 KSH
Naivasha,DM1182,4398 KSH
Nakuru,DM1873,8453 KSH
Nakuru,DM1873,6053 KSH
Malindi,DM1182,8144 KSH
Mombasa,DM1759,2850 KSH
Nakuru,DM1210,5918 KSH
Nakuru,DM1294,9431 KSH
Nairobi,DM1210,6379 KSH
Mombasa,DM1230,8838 KSH
Mombasa,DM1541,8690 KSH
Nairobi,DM1786,6233 KSH
Nairobi,DM1537,2387 KSH
Malindi,DM1210,7797 KSH
Mombasa,DM1230,9501 KSH
Nashua,DM1537,8638 KSH
Nakuru,DM1210,2972 KSH
Naivasha,DM1541,2832 KSH
Malindi,DM1873,7475 KSH
Nairobi,DM1873,5579 KSH
Mombasa,DM1230,3642 KSH
Nairobi,DM1759,6439 KSH
Nairobi,DM1537,1961 KSH
Nakuru,DM1537,5521 KSH
Mombasa,DM1724,8724 KSH
Naivasha,DM1541,1786 KSH
Naivasha,DM1210,1155 KSH
Naivasha,DM1759,2797 KSH
Nashua,DM1182,8348 KSH
Nairobi,DM1541,5759 KSH
Malindi,DM1182,7553 KSH
Malindi,DM1541,9275 KSH
Mombasa,DM1294,3355 KSH
Naivasha,DM1294,3600 KSH
Mombasa,DM1541,1129 KSH
Nairobi,DM1724,8088 KSH
Malindi,DM1230,7344 KSH
Mombasa,DM1230,6127 KSH
Nairobi,DM1182,2299 KSH
Malindi,DM1541,2249 KSH
Mombasa,DM1873,6591 KSH
Nairobi,DM1759,5488 KSH
Nakuru,DM1537,3531 KSH
Malindi,DM1759,9530 KSH
Nakuru,DM1210,8812 KSH
Naivasha,DM1537,6556 KSH
Nairobi,DM1873,4822 KSH
Nairobi,DM1724,4330 KSH
Naivasha,DM1873,2969 KSH
Nashua,DM1873,6761 KSH
Malindi,DM1182,6793 KSH
Naivasha,DM1210,3874 KSH
Nairobi,DM1537,1251 KSH
Nairobi,DM1210,2690 KSH
Nairobi,DM1210,5027 KSH
Nairobi,DM1230,2759 KSH
Naivasha,DM1724,1655 KSH
Nakuru,DM1210,1884 KSH
Nashua,DM1537,2900 KSH
Nairobi,DM1210,1384 KSH
Mombasa,DM1537,1504 KSH
Nairobi,DM1210,7152 KSH
Nakuru,DM1724,2991 KSH
Mombasa,DM1230,1838 KSH
Malindi,DM1759,8936 KSH
Malindi,DM1294,4612 KSH
Mombasa,DM1541,7483 KSH
Naivasha,DM1210,5246 KSH
Malindi,DM1786,5793 KSH
Mombasa,DM1537,4246 KSH
Mombasa,DM1294,7788 KSH
Naivasha,DM1786,3262 KSH
Mombasa,DM1537,2802 KSH
Mombasa,DM1786,8159 KSH
Naivasha,DM1294,3039 KSH
Mombasa,DM1786,6035 KSH
Nairobi,DM1541,6235 KSH
Malindi,DM1724,9731 KSH
Nakuru,DM1873,5063 KSH
Nairobi,DM1541,2396 KSH
Naivasha,DM1873,7341 KSH
Nairobi,DM1182,9016 KSH
Nairobi,DM1294,8411 KSH
Naivasha,DM1724,4267 KSH
Mombasa,DM1230,3782 KSH
Malindi,DM1873,3155 KSH
Naivasha,DM1230,8969 KSH
Nairobi,DM1759,4600 KSH
Nakuru,DM1759,9069 KSH
Mombasa,DM1294,3331 KSH
Nairobi,DM1182,9769 KSH
Nakuru,DM1210,8389 KSH
Nairobi,DM1873,2875 KSH
Malindi,DM1786,8466 KSH
Naivasha,DM1759,6031 KSH
Nairobi,DM1182,8240 KSH
Mombasa,DM1724,1414 KSH
Malindi,DM1294,8738 KSH
Naivasha,DM1210,5302 KSH
Nashua,DM1724,7752 KSH
Naivasha,DM1210,1928 KSH
Mombasa,DM1537,9205 KSH
Mombasa,DM1182,5275 KSH
Nashua,DM1724,7910 KSH
Nairobi,DM1537,1059 KSH
Naivasha,DM1294,6407 KSH
Malindi,DM1294,3138 KSH
Nairobi,DM1210,3766 KSH
Nashua,DM1230,3488 KSH
Naivasha,DM1537,2585 KSH
Mombasa,DM1210,2414 KSH
Nashua,DM1210,6270 KSH
Malindi,DM1294,8006 KSH
Nashua,DM1210,7549 KSH
Mombasa,DM1230,1117 KSH
Nashua,DM1294,7920 KSH
Naivasha,DM1294,8975 KSH
Nakuru,DM1182,1540 KSH
Malindi,DM1724,1936 KSH
Nakuru,DM1786,7425 KSH
Malindi,DM1210,4050 KSH
Nakuru,DM1294,2552 KSH
Nashua,DM1230,4887 KSH
Nairobi,DM1759,9598 KSH
Nairobi,DM1873,1962 KSH
Nashua,DM1541,3423 KSH
Nairobi,DM1294,7775 KSH
Naivasha,DM1210,7472 KSH
Mombasa,DM1786,9668 KSH
Nairobi,DM1724,8289 KSH
Nairobi,DM1294,8331 KSH
Malindi,DM1182,6020 KSH
Nairobi,DM1724,2277 KSH
Naivasha,DM1724,1291 KSH
Mombasa,DM1294,8447 KSH
Nairobi,DM1182,4161 KSH
Mombasa,DM1294,7786 KSH
Mombasa,DM1230,7819 KSH
Nairobi,DM1210,1277 KSH
Mombasa,DM1210,5922 KSH
Mombasa,DM1210,9709 KSH
Nakuru,DM1182,4812 KSH
Naivasha,DM1786,6220 KSH
Malindi,DM1786,2311 KSH
Mombasa,DM1541,4962 KSH
Nairobi,DM1759,6501 KSH
Nashua,DM1873,1167 KSH
Mombasa,DM1537,4156 KSH
Nashua,DM1541,3776 KSH
Malindi,DM1873,8058 KSH
Nairobi,DM1759,4984 KSH
Nairobi,DM1294,7534 KSH
Nairobi,DM1182,8920 KSH
Malindi,DM1541,2579 KSH
Nakuru,DM1541,3655 KSH
Naivasha,DM1230,7744 KSH
Malindi,DM1210,3494 KSH
Nairobi,DM1294,5065 KSH
Nairobi,DM1759,9443 KSH
Naivasha,DM1873,8810 KSH
Malindi,DM1182,4839 KSH
Mombasa,DM1873,4700 KSH
Nashua,DM1724,7266 KSH
Nairobi,DM1230,4604 KSH
Mombasa,DM1182,2237 KSH
Naivasha,DM1537,2173 KSH
Nakuru,DM1294,3007 KSH
Nakuru,DM1724,6990 KSH
Malindi,DM1294,7184 KSH
Nashua,DM1873,6911 KSH
Mombasa,DM1294,1644 KSH
Nairobi,DM1541,6232 KSH
Nakuru,DM1182,7707 KSH
Nairobi,DM1182,2463 KSH
Malindi,DM1537,5530 KSH
Mombasa,DM1294,4820 KSH
Nashua,DM1724,3447 KSH
Nakuru,DM1786,8382 KSH
Mombasa,DM1537,7545 KSH
Nashua,DM1182,2048 KSH
Nairobi,DM1294,1860 KSH
Nairobi,DM1537,7462 KSH
Nairobi,DM1210,9129 KSH
Malindi,DM1759,7140 KSH
Mombasa,DM1294,3627 KSH
Nakuru,DM1294,7326 KSH
Nairobi,DM1537,6071 KSH
Mombasa,DM1541,8652 KSH
Malindi,DM1541,7409 KSH
Nairobi,DM1759,9833 KSH
Mombasa,DM1537,5391 KSH
Nakuru,DM1541,3612 KSH
Naivasha,DM1786,8658 KSH
Mombasa,DM1537,9651 KSH
Mombasa,DM1873,8006 KSH
Malindi,DM1210,8565 KSH
Mombasa,DM1724,5091 KSH
Naivasha,DM1759,2115 KSH
Nairobi,DM1537,5951 KSH
Nakuru,DM1182,6317 KSH
Nairobi,DM1294,5026 KSH
Nakuru,DM1294,2359 KSH
Nairobi,DM1724,5147 KSH
Nairobi,DM1724,7075 KSH
Nakuru,DM1182,4121 KSH
Nakuru,DM1182,1078 KSH
Nairobi,DM1541,9939 KSH
Nakuru,DM1294,6840 KSH
Nairobi,DM1786,8003 KSH
Nairobi,DM1724,9181 KSH
Malindi,DM1759,5623 KSH
Malindi,DM1210,2489 KSH
Mombasa,DM1210,2610 KSH
Nairobi,DM1182,9962 KSH
Nairobi,DM1541,8018 KSH
Nashua,DM1724,1283 KSH
Nairobi,DM1294,4236 KSH
Malindi,DM1724,3471 KSH
Naivasha,DM1759,6422 KSH
Mombasa,DM1230,4749 KSH
Malindi,DM1537,5003 KSH
Nashua,DM1541,1783 KSH
Naivasha,DM1537,8600 KSH
Nairobi,DM1759,5676 KSH
Nairobi,DM1759,6050 KSH
Mombasa,DM1230,6119 KSH
Nairobi,DM1182,7446 KSH
Mombasa,DM1786,9385 KSH
Mombasa,DM1230,2055 KSH
Nakuru,DM1786,8116 KSH
Malindi,DM1294,1860 KSH
Malindi,DM1537,6406 KSH
Naivasha,DM1210,4647 KSH
Nashua,DM1182,7587 KSH
Nairobi,DM1759,2389 KSH
Nashua,DM1230,3162 KSH
Malindi,DM1230,8208 KSH
Nairobi,DM1759,1091 KSH
Naivasha,DM1759,5262 KSH
Nairobi,DM1541,5712 KSH
Nakuru,DM1786,8756 KSH
Mombasa,DM1786,9870 KSH
Naivasha,DM1230,4503 KSH
Nakuru,DM1230,4897 KSH
Naivasha,DM1786,8524 KSH
Naivasha,DM1537,9940 KSH
Mombasa,DM1537,3444 KSH
